x,y
0.0,0.0
0.008440234609750888,0.018035354840003355
0.0179610608657357,0.02557077982747654
0.027677333380118956,0.03132469864627348
0.037501253690088734,0.03612576847536305
0.04739770971919897,0.04029544475137277
0.05734808882520634,0.04399899379790104
0.067340942667074,0.04733493353414899
0.0773685339021744,0.05036774758522561
0.08742527852966371,0.05314248203225665
0.09750694627706906,0.055692159574259895
0.10761021051746761,0.05804190945424721
0.11773237673586481,0.06021143340249375
0.12787120957426446,0.06221656024513035
0.13802481773911407,0.06407026981550651
0.14819157459863372,0.0657833920799573
0.1583700617162103,0.06736509914800942
0.16855902764204217,0.0688232605478064
0.17875735715958005,0.0701647055178921
0.18896404788074306,0.07139542042694098
0.19917819212315382,0.07252069990975525
0.2093989626592355,0.07354526432361978
0.21962560135345147,0.07447335226339201
0.22985740998777385,0.0753087943146457
0.24009374276851292,0.0760550724927255
0.2503340001415405,0.07671536862085401
0.26057762363747866,0.07729260406135405
0.2708240915362488,0.07778947261518018
0.28107291518975147,0.07820846797122649
0.29132363587787813,0.07855190676849463
0.3015758221002691,0.07882194809760076
0.31182906722678977,0.07902061009024353
0.3220829874453949,0.07914978411015222
0.3323372199581509,0.07921124695539157
0.342591421385603,0.07920667140166777
0.3528452663470578,0.07913763535364168
0.3630984461901986,0.07900562982195715
0.3733506678481013,0.07881206590460982
0.38360165280545583,0.07855828092007494
0.39385113615881406,0.07824554381453212
0.4040663870366991,0.07787621731020097
0.4142317200509475,0.07746215101838708
0.4243960664859429,0.07700703317669123
0.43455933022493165,0.07651189451655456
0.4447214195314483,0.07597771574926776
0.4548822467853372,0.07540543032443016
0.465041728235376,0.07479592691367315
0.47519978376661415,0.07415005165237301
0.48535633668079176,0.07346861016757461
0.49551131348841726,0.07275236941654294
0.5056646437112616,0.07200205935713574
0.5158162596941864,0.07121837446844623
0.5259660964253512,0.07040197513782549
0.5361140913639647,0.0695534889283878
0.5462601842748394,0.06867351173937997
0.5564043170690959,0.0677626088703121
0.5665464336504407,0.06682131599846348
0.5766864797664986,0.06585014007826688
0.5868244028647455,0.0648495601701081
0.5969601519526309,0.06382002820523577
0.6070936774615242,0.06276196969274289
0.6172249311141599,0.061675784373935935
0.6273538657952837,0.0605618468288458
0.6374804354252407,0.05942050703913536
0.6476045948362613,0.0582520909112228
0.6577262996512373,0.057056900763052684
0.6678455061647869,0.05583521577760451
0.6779621712264384,0.054587292425925485
0.6880762521257716,0.05331336486220476
0.6981877064793703,0.05201364529316604
0.7082964921194596,0.05068832432384211
0.7184025669841013,0.049337571281604105
0.7285058890088468,0.04796153452014583
0.7386064160197402,0.046560341704972606
0.7487041056275855,0.04513410008180469
0.7587989151233947,0.04368289672918246
0.7688908013749371,0.042206798796449584
0.7789797207243254,0.040705853728189495
0.7890656288865692,0.03918008947610038
0.7991484808490412,0.03762951469921162
0.8092282307718011,0.03605411895327029
0.8193048318887246,0.034453872870060805
0.8293782364093978,0.0328287283273562
0.8394483954217276,0.03117861861014872
0.8495152587952352,0.029503458563752572
0.8595787750849938,0.02780314473932933
0.8696388914361779,0.026077555532341687
0.8796955534891937,0.024326551314404872
0.8897487052853622,0.0225499745589694
0.8997982891731298,0.020747649961236722
0.9098442457147793,0.018919384552680458
0.9198865135936237,0.017064967810518035
0.9299250295216561,0.015184171762454249
0.9399597281476414,0.01327675108699509
0.9499905419656293,0.011342443209607787
0.9600174012238726,0.009380968394987178
0.9700402338341357,0.007392029835667242
0.9800589652813796,0.005375313737202415
0.9900735185338068,0.0033304894001290183
1.00008381395326,0.001257209298899305
0.99991618604674,-0.001257209298899305
0.9897244612641731,-0.001995024765001089
0.9795369943145802,-0.002727057890293381
0.9693537055598037,-0.003453656200323913
0.9591745179680468,-0.00417515039455639
0.94899935702427,-0.004891854267436367
0.9388281506402375,-0.00560406462642985
0.9286608290642027,-0.0063120612068420226
0.9184973247902147,-0.007016106583205632
0.9083375724670391,-0.007716446077014717
0.8981815088066685,-0.008413307660564466
0.8880290724924157,-0.009106901856637449
0.8778802040865641,-0.009797421633760052
0.8677348459375596,-0.010485042296730814
0.8575929420867235,-0.01116992137209924
0.8474544381744619,-0.01185219848825007
0.8373192813459494,-0.012531995249720651
0.827187420156259,-0.01320941510534939
0.8170588044749119,-0.013884543209822053
0.8069333853898153,-0.014557446278146449
0.7968111151105548,-0.015228172432549494
0.7866919468710067,-0.015896751041246805
0.7765758348312302,-0.016563192548491288
0.7664627339785983,-0.01722748829525357
0.7563526000281207,-0.01788961032983546
0.7462453893219095,-0.01854951120765353
0.7361410587277347,-0.019207123779364114
0.7260395655366078,-0.019862360966426823
0.7159408673593332,-0.020515115523121415
0.7058449220219548,-0.021165259783942566
0.6957516874600237,-0.021812645395196444
0.6856611216116023,-0.02245710302951196
0.6755731823089152,-0.023098442081856282
0.6654878271685466,-0.023736450345505748
0.6554050134800758,-0.024370893666271178
0.6453246980930317,-0.02500151557310537
0.6352468373020322,-0.025628036883028837
0.6251713867299689,-0.02625015527809701
0.6150983012090726,-0.0268675448518917
0.605027534659688,-0.027479855622750033
0.5949590399665612,-0.028086713010641133
0.5848927688524262,-0.028687717274258475
0.574828671748653,-0.02928244290450911
