x,y
0.5647666976626908,-0.02987043797014439
0.5547067940420153,-0.030451223410778487
0.5446489066342517,-0.031024292271978685
0.534592979343106,-0.03158910887646564
0.5245389540796994,-0.03214510792472933
0.5144867706088441,-0.03269169351752285
0.5044363663897485,-0.03322823809173197
0.4943876764105727,-0.03375408126000562
0.48434063301617797,-0.034268528543250555
0.47429516572833547,-0.03477084998360906
0.4642512010575534,-0.0352602786238161
0.454208662305572,-0.03573600883682686
0.44416746935744067,-0.03619719448726502
0.4341275384619371,-0.036642946903499216
0.4240887819989056,-0.037072332635930086
0.4140511082318809,-0.03748437097326697
0.40401442104410906,-0.03787803118406872
0.3940276517199739,-0.03825472655098758
0.3840751148713119,-0.03862358037931379
0.37412407962664623,-0.03898449728916241
0.3641742810825287,-0.03933620833435385
0.35422544072364937,-0.03967737619641283
0.34427726548308396,-0.040006589777343726
0.33432944670851583,-0.04032235806650268
0.32438165901925164,-0.04062310315922885
0.31443355903583653,-0.04090715227981601
0.30448478396033696,-0.04117272863019948
0.2945349499807077,-0.041417940846649924
0.2845836504668143,-0.04164077079746871
0.2746304539182967,-0.04183905939203969
0.26467490161504664,-0.042010489991361186
0.2547165049089646,-0.042152568906539165
0.24475474207997194,-0.04226260233661898
0.23478905465869085,-0.042337668919277885
0.224818843090993,-0.04237458683129325
0.21484346158318876,-0.042369874057320435
0.20486221191725026,-0.04231970001178566
0.1948743359576408,-0.042219826099831506
0.1848790064767836,-0.0420655319641731
0.1748753157923013,-0.041851522970008215
0.16486226151611297,-0.041571812748662416
0.15483872843166932,-0.041219572061591825
0.1448034650891688,-0.040786931380652924
0.1347550530519982,-0.040264718596319
0.12469186568837762,-0.039642103742255
0.11461201170475463,-0.038906106985111405
0.10451325574313299,-0.0380408994987574
0.09439290328851811,-0.037026779552917805
0.08424762771398724,-0.035838617904580775
0.07407319874706744,-0.03444339185472852
0.06386403238691488,-0.032796055322235285
0.053612391290902055,-0.03083212468199209
0.04330682711799208,-0.0284530820147978
0.03292872722594165,-0.025493660997054014
0.022442979538304708,-0.021632406192133212
0.011761785592269315,-0.016040660421066513
0.0,0.0
